,RUL-predicted
5732,133.795
5733,123.31
5734,130.8825
5735,112.015
5736,106.235
5737,110.5
5738,112.1375
5739,107.71
5740,118.075
5741,104.9325
5742,116.3225
5743,108.8175
5744,99.85
5745,113.085
5746,118.2925
5747,100.0275
5748,104.8775
5749,100.3825
5750,106.07
5751,101.71
5752,116.11
5753,83.8975
5754,93.7675
5755,106.5925
5756,84.2325
5757,86.495
5758,95.15
5759,94.735
5760,105.11
5761,82.6225
5762,88.6925
5763,98.22
5764,78.685
5765,82.095
5766,90.85
5767,99.5875
5768,88.315
5769,66.9275
5770,82.8275
5771,76.0175
5772,64.845
5773,87.205
5774,79.28
5775,68.6775
5776,74.32
5777,85.0375
5778,65.005
5779,85.005
5780,96.35
5781,68.665
5782,68.8
5783,86.405
5784,71.6575
5785,63.86
5786,76.5325
5787,53.8375
5788,83.325
5789,62.34
5790,61.7325
5791,58.44
5792,63.425
5793,54.2775
5794,47.7875
5795,53.4375
5796,48.47
5797,68.295
5798,53.35
5799,55.4525
5800,47.1525
5801,58.99
5802,50.38
5803,50.0175
5804,58.7475
5805,51.715
5806,45.96
5807,54.5625
5808,45.0825
5809,40.26
5810,51.71
5811,200.04
5812,199.0825
5813,207.2375
5814,199.84
5815,203.1775
5816,203.425
5817,193.19
5818,190.785
5819,176.0975
5820,184.225
5821,183.0375
5822,181.385
5823,177.255
5824,186.8275
5825,184.7025
5826,185.805
5827,187.2725
5828,181.46
5829,179.95
5830,185.235
5831,180.4625
5832,174.1975
5833,188.0125
5834,179.3875
5835,172.4425
5836,169.005
5837,164.4825
5838,171.71
5839,164.66
5840,164.3375
5841,165.115
5842,174.41
5843,169.17
5844,167.4775
5845,156.6475
5846,170.175
5847,148.13
5848,149.6725
5849,156.425
5850,154.9075
5851,160.805
5852,147.125
5853,146.6625
5854,157.575
5855,151.905
5856,128.5825
5857,160.9175
5858,150.6175
5859,132.6575
5860,157.91
5861,146.0925
5862,142.41
5863,143.5375
5864,140.365
5865,137.21
5866,129.645
5867,128.51
5868,133.4075
5869,135.84
5870,128.0775
5871,134.96
5872,121.545
5873,130.23
5874,128.58
5875,122.435
5876,122.2075
5877,128.04
5878,125.3975
5879,121.9225
5880,123.4525
5881,112.7
5882,115.01
5883,117.9725
5884,206.965
5885,195.01
5886,195.6475
5887,192.895
5888,194.405
5889,215.2575
5890,192.46
5891,194.65
5892,189.65
5893,197.89
5894,187.415
5895,185.3775
5896,185.18
5897,178.355
5898,184.8275
5899,198.54
5900,197.405
5901,176.7275
5902,177.0775
5903,197.3
5904,190.7925
5905,172.94
5906,176.4025
5907,198.86
5908,189.5775
5909,171.2725
5910,165.525
5911,166.5125
5912,174.8675
5913,167.24
5914,183.595
5915,167.1525
5916,188.8775
5917,171.52
5918,163.8025
5919,168.055
5920,151.6725
5921,171.165
5922,163.625
5923,178.5825
5924,171.02
5925,178.5225
5926,170.88
5927,148.1675
5928,166.1725
5929,157.64
5930,172.545
5931,141.8925
5932,158.32
5933,144.8375
5934,150.4925
5935,165.0175
5936,150.765
5937,152.24
5938,150.67
5939,154.1325
5940,172.8325
5941,158.37
5942,135.73
5943,141.8275
5944,135.64
5945,134.9725
5946,141.38
5947,134.085
5948,151.2275
5949,137.6975
5950,147.855
5951,127.1025
5952,138.0475
5953,130.6525
5954,127.2375
5955,123.4925
5956,121.0225
5957,114.96
5958,120.015
5959,123.205
5960,127.345
5961,123.08
5962,206.5975
5963,211.495
5964,215.375
5965,191.7075
5966,206.91
5967,199.0625
5968,209.6025
5969,230.1875
5970,205.255
5971,201.595
5972,221.025
5973,199.4975
5974,187.68
5975,196.86
5976,209.93
5977,208.5725
5978,206.225
5979,202.215
5980,208.3475
5981,193.92
5982,194.7475
5983,186.265
5984,189.6075
5985,217.755
5986,209.805
5987,199.2725
5988,186.1425
5989,180.31
5990,175.605
5991,187.46
5992,177.805
5993,183.3375
5994,187.925
5995,174.8175
5996,183.0925
5997,186.035
5998,169.2775
5999,162.385
6000,178.14
6001,169.8925
6002,172.3625
6003,200.04
6004,157.4225
6005,165.0
6006,170.865
6007,153.3275
6008,174.4225
6009,171.4725
6010,166.48
6011,171.6475
6012,166.18
6013,174.2925
6014,151.6175
6015,161.4825
6016,172.895
6017,160.87
6018,155.5525
6019,162.5525
6020,164.69
6021,160.71
6022,165.9425
6023,162.345
6024,166.83
6025,158.9
6026,143.03
6027,158.72
6028,154.94
6029,135.3225
6030,161.935
6031,186.925
6032,173.285
6033,142.01
6034,141.1625
6035,158.32
6036,149.47
6037,135.1025
6038,154.8025
6039,152.03
6040,149.5325
6041,157.31
6042,147.16
6043,137.1725
6044,162.5775
6045,155.835
6046,152.5625
6047,158.725
6048,147.415
6049,129.945
6050,145.5575
6051,149.6675
6052,153.66
6053,145.2025
6054,124.8975
6055,131.5575
6056,150.0575
6057,145.3525
6058,133.81
6059,142.23
6060,132.41
6061,128.615
6062,131.135
6063,133.63
6064,132.8625
6065,145.09
6066,143.8425
6067,136.38
6068,137.635
6069,128.47
6070,146.4525
6071,132.11
6072,143.0275
6073,112.25
6074,143.91
6075,129.99
6076,159.87
6077,146.6775
6078,132.9575
6079,137.225
6080,152.1525
6081,131.795
6082,121.5875
6083,128.27
6084,129.4525
6085,139.665
6086,117.695
6087,133.23
6088,136.975
6089,145.1525
6090,123.32
6091,145.3
6092,127.3875
6093,128.12
6094,117.6325
6095,111.4225
6096,127.1
6097,139.735
6098,141.5725
6099,123.2525
6100,123.26
6101,138.4175
6102,121.185
6103,123.285
6104,121.8675
6105,145.3375
6106,146.6475
6107,143.8675
6108,131.885
6109,140.7125
6110,126.24
6111,124.0525
6112,120.88
6113,123.1475
6114,132.28
6115,138.3375
6116,135.1475
6117,127.2825
6118,129.735
6119,122.1875
6120,139.48
6121,137.615
6122,122.06
6123,129.27
6124,131.46
6125,116.6475
6126,122.4325
6127,119.795
6128,134.475
6129,116.9025
6130,113.0625
6131,135.7625
6132,139.6275
6133,125.6125
6134,126.11
6135,136.8325
6136,127.035
6137,123.66
6138,123.7125
6139,125.7275
6140,135.7025
6141,136.6475
6142,130.2
6143,124.19
6144,122.37
6145,113.3575
6146,136.4275
6147,150.985
6148,132.3325
6149,136.36
6150,128.965
6151,136.1375
6152,140.39
6153,121.44
6154,131.2475
6155,124.7175
6156,120.905
6157,136.535
6158,122.525
6159,118.86
6160,137.19
6161,131.015
6162,154.5925
6163,107.5675
6164,125.07
6165,124.825
6166,120.48
6167,122.235
6168,124.555
6169,141.8075
6170,120.7875
6171,117.6025
6172,124.16
6173,120.945
6174,136.6475
6175,126.105
6176,131.66
6177,127.875
6178,114.82
6179,137.51
6180,109.15
6181,129.0525
6182,119.5525
6183,120.895
6184,128.2275
6185,121.3325
6186,119.7975
6187,124.3175
6188,117.9825
6189,111.6675
6190,108.54
6191,114.3225
6192,117.7575
6193,117.1925
6194,109.945
6195,105.36
6196,131.4375
6197,123.35
6198,103.405
6199,98.6575
6200,108.975
6201,113.32
6202,90.4425
6203,101.6875
6204,89.08
6205,102.1925
6206,114.5425
6207,76.5375
6208,94.6025
6209,81.9575
6210,95.89
6211,75.8425
6212,98.85
6213,96.6775
6214,97.475
6215,83.7725
6216,92.3425
6217,77.1925
6218,75.0925
6219,115.135
6220,75.995
6221,95.92
6222,93.9175
6223,107.5025
6224,77.71
6225,93.04
6226,67.185
6227,72.35
6228,55.6525
6229,70.2725
6230,68.2175
6231,54.9325
6232,67.365
6233,59.75
6234,67.2325
6235,67.365
6236,61.395
6237,68.1575
6238,61.68
6239,54.0475
6240,44.9625
6241,70.35
6242,45.36
6243,69.05
6244,53.075
6245,63.11
6246,58.23
6247,34.235
6248,44.88
6249,49.6925
6250,34.685
6251,34.1875
6252,51.8675
6253,44.7125
6254,38.575
6255,23.82
6256,30.0425
6257,28.7
6258,28.305
6259,23.9025
6260,37.0925
6261,27.005
6262,33.6275
6263,26.95
6264,16.5275
6265,214.05
6266,196.63
6267,209.66
6268,217.39
6269,201.13
6270,196.175
6271,197.81
6272,194.56
6273,191.265
6274,210.095
6275,210.6825
6276,203.975
6277,200.185
6278,197.1825
6279,203.6225
6280,186.69
6281,200.355
6282,205.5775
6283,188.96
6284,172.14
6285,187.9125
6286,200.2525
6287,179.4675
6288,176.275
6289,175.065
6290,191.265
6291,178.85
6292,163.2075
6293,177.6075
6294,181.885
6295,188.5475
6296,165.7175
6297,163.245
6298,181.0225
6299,150.84
6300,177.0025
6301,168.8075
6302,156.9875
6303,174.925
6304,174.12
6305,165.46
6306,166.085
6307,159.3125
6308,161.1175
6309,152.2325
6310,166.2775
6311,164.9275
6312,178.6175
6313,151.04
6314,164.87
6315,140.4575
6316,158.66
6317,151.845
6318,167.8575
6319,158.35
6320,158.085
6321,150.69
6322,138.0975
6323,131.3825
6324,144.7025
6325,154.3075
6326,149.98
6327,145.7625
6328,159.63
6329,133.18
6330,129.1475
6331,152.95
6332,122.67
6333,146.6125
6334,142.0175
6335,131.385
6336,137.3525
6337,117.3075
6338,121.505
6339,203.6525
6340,195.8925
6341,196.7175
6342,195.4825
6343,186.82
6344,190.29
6345,211.4675
6346,206.2175
6347,208.405
6348,199.3575
6349,188.495
6350,206.0175
6351,185.675
6352,181.28
6353,178.85
6354,189.8575
6355,188.005
6356,181.18
6357,179.53
6358,193.3025
6359,176.33
6360,187.73
6361,185.975
6362,189.5925
6363,209.675
6364,168.65
6365,180.72
6366,166.6425
6367,185.2375
6368,176.9875
6369,186.565
6370,171.465
6371,173.99
6372,176.5325
6373,193.71
6374,166.44
6375,214.835
6376,159.39
6377,181.8975
6378,161.4575
6379,159.37
6380,152.8525
6381,159.185
6382,163.4925
6383,160.99
6384,157.765
6385,165.78
6386,149.4925
6387,164.795
6388,151.12
6389,170.255
6390,162.7375
6391,155.2225
6392,144.9675
6393,163.5575
6394,160.465
6395,138.685
6396,138.475
6397,144.7375
6398,143.485
6399,169.0
6400,151.1775
6401,143.0625
6402,134.61
6403,152.9625
6404,137.1625
6405,140.975
6406,132.625
6407,161.1475
6408,142.225
6409,138.0175
6410,148.3125
6411,121.2275
6412,124.385
6413,134.9275
6414,130.28
6415,127.34
6416,131.7125
6417,127.5625
6418,115.7375
6419,135.4925
6420,152.56
6421,135.4525
6422,133.045
6423,122.35
6424,119.5775
6425,145.1975
6426,123.25
6427,116.0725
6428,120.53
6429,122.6075
6430,124.0375
6431,120.9125
6432,112.5325
6433,104.4
6434,103.655
6435,113.4375
6436,119.7475
6437,98.4775
6438,136.8675
6439,117.9625
6440,115.135
6441,153.78
6442,90.825
6443,99.1825
6444,100.1975
6445,129.9425
6446,135.665
6447,129.7875
6448,104.83
6449,88.9225
6450,93.8175
6451,100.595
6452,114.0625
6453,93.65
6454,100.76
6455,131.9825
6456,112.6075
6457,92.32
6458,97.38
6459,81.4975
6460,97.895
6461,99.2575
6462,98.1475
6463,94.6975
6464,129.035
6465,96.38
6466,85.4525
6467,107.1625
6468,85.4725
6469,107.48
6470,92.3225
6471,91.555
6472,95.2625
6473,86.67
6474,96.015
6475,81.3475
6476,98.3975
6477,94.125
6478,101.0275
6479,91.695
6480,92.5975
6481,95.5475
6482,88.7375
6483,229.58
6484,223.175
6485,223.1625
6486,228.4875
6487,234.515
6488,225.7125
6489,209.5875
6490,204.8475
6491,228.3375
6492,224.3625
6493,229.075
6494,229.22
6495,210.2725
6496,214.86
6497,213.7075
6498,215.1425
6499,232.625
6500,207.51
6501,208.9675
6502,210.5
6503,212.2225
6504,204.81
6505,220.255
6506,202.165
6507,210.53
6508,209.3275
6509,198.8375
6510,204.29
6511,191.8925
6512,201.05
6513,198.275
6514,197.0925
6515,203.7525
6516,202.9175
6517,195.2025
6518,204.36
6519,198.225
6520,198.7975
6521,200.045
6522,199.5275
6523,210.1
6524,209.835
6525,191.9725
6526,182.1475
6527,194.685
6528,191.2625
6529,187.7075
6530,188.84
6531,176.8825
6532,179.8725
6533,177.3975
6534,179.1625
6535,173.665
6536,184.735
6537,192.8875
6538,169.105
6539,169.4525
6540,175.5575
6541,183.5225
6542,174.62
6543,170.5275
6544,184.23
6545,169.78
6546,171.745
6547,173.2675
6548,179.7125
6549,168.9625
6550,186.755
6551,168.0575
6552,177.865
6553,168.395
6554,175.7
6555,177.7775
6556,153.205
6557,148.58
6558,182.0675
6559,174.245
6560,162.16
6561,159.72
6562,159.725
6563,157.77
6564,159.33
6565,169.5425
6566,158.455
6567,154.2025
6568,163.755
6569,162.5425
6570,162.435
6571,169.825
6572,141.7875
6573,171.215
6574,144.3075
6575,152.0925
6576,153.595
6577,157.02
6578,126.2075
6579,155.1625
6580,141.415
6581,145.085
6582,150.75
6583,143.395
6584,145.265
6585,136.8325
6586,148.7125
6587,132.7
6588,139.2075
6589,134.685
6590,124.825
6591,150.9075
6592,142.73
6593,137.3525
6594,148.39
6595,142.0925
6596,131.2025
6597,139.93
6598,137.0425
6599,124.8875
6600,140.1525
6601,127.9025
6602,131.0375
6603,118.7525
6604,131.6675
6605,131.4925
6606,134.64
6607,140.665
6608,145.1975
6609,145.37
6610,130.2825
6611,113.685
6612,137.3925
6613,133.58
6614,130.6525
6615,126.61
6616,126.7775
6617,112.69
6618,126.875
6619,87.1975
6620,126.3525
6621,110.855
6622,114.875
6623,112.6775
6624,103.295
6625,117.0625
6626,123.97
6627,104.505
6628,118.5225
6629,106.865
6630,104.3225
6631,114.71
6632,110.72
6633,104.66
6634,100.6125
6635,94.1125
6636,91.235
6637,91.2575
6638,104.7725
6639,107.285
6640,87.0125
6641,77.455
6642,79.01
6643,81.1075
6644,79.0975
6645,78.0925
6646,65.955
6647,71.75
6648,80.54
6649,69.21
6650,63.2725
6651,69.4025
6652,65.93
6653,56.655
6654,63.5725
6655,61.8175
6656,56.26
6657,44.7825
6658,63.64
6659,59.855
6660,47.92
6661,49.7675
6662,53.37
6663,41.4825
6664,50.13
6665,47.7925
6666,44.4
6667,44.21
6668,42.67
6669,31.305
6670,33.025
6671,27.895
6672,213.5625
6673,207.65
6674,203.9875
6675,206.315
6676,202.335
6677,192.875
6678,206.0675
6679,204.095
6680,205.15
6681,214.5425
6682,195.81
6683,204.03
6684,201.2575
6685,203.1175
6686,193.3
6687,204.7475
6688,175.875
6689,196.1875
6690,218.2725
6691,218.585
6692,207.4925
6693,197.11
6694,205.33
6695,200.8425
6696,189.1325
6697,202.7775
6698,205.2875
6699,165.6525
6700,183.1025
6701,187.685
6702,198.5875
6703,194.165
6704,184.6225
6705,179.5
6706,180.4975
6707,191.0125
6708,167.41
6709,183.595
6710,180.6525
6711,195.9325
6712,179.4525
6713,168.3825
6714,191.5
6715,176.9225
6716,182.92
6717,185.03
6718,192.8325
6719,174.9575
6720,161.2325
6721,156.31
6722,159.365
6723,147.6825
6724,161.905
6725,143.5775
6726,152.4025
6727,176.5425
6728,155.61
6729,148.955
6730,128.485
6731,150.3275
6732,161.035
6733,155.5775
6734,178.3025
6735,173.4025
6736,134.535
6737,149.8925
6738,132.895
6739,132.7175
6740,164.0775
6741,140.11
6742,135.5425
6743,134.8975
6744,142.79
6745,141.86
6746,132.72
6747,142.45
6748,130.35
6749,146.3325
6750,139.8575
6751,148.1225
6752,151.8275
6753,164.1775
6754,127.205
6755,123.4525
6756,128.45
6757,137.9875
6758,147.4
6759,110.3775
6760,136.3725
6761,116.855
6762,127.71
6763,143.4225
6764,117.215
6765,120.315
6766,131.005
6767,122.81
6768,108.3175
6769,132.5725
6770,105.6225
6771,119.835
6772,121.0175
6773,111.0875
6774,126.3575
6775,103.9675
6776,112.36
6777,126.77
6778,101.7025
6779,101.8125
6780,94.4575
6781,102.315
6782,101.24
6783,97.735
6784,86.205
6785,82.9575
6786,79.825
6787,107.5575
6788,94.6925
6789,95.6425
6790,85.22
6791,86.17
6792,88.12
6793,99.41
6794,85.0825
6795,80.45
6796,106.38
6797,91.865
6798,71.7675
6799,79.7675
6800,92.5025
6801,72.965
6802,84.7225
6803,74.165
6804,65.5625
6805,75.1825
6806,63.13
6807,74.915
6808,87.8175
6809,73.4
6810,62.7825
6811,70.205
6812,51.915
6813,57.77
6814,54.5425
6815,60.8325
6816,50.565
6817,55.055
6818,49.915
6819,53.4675
6820,48.7625
6821,58.2925
6822,46.16
6823,43.2575
6824,49.6775
6825,46.34
6826,49.755
6827,41.8625
6828,34.985
6829,36.245
6830,41.6925
6831,33.3675
6832,31.33
6833,30.9875
6834,38.1875
6835,34.4525
6836,213.8025
6837,226.0125
6838,216.89
6839,232.8625
6840,225.725
6841,227.885
6842,211.0575
6843,228.88
6844,212.4975
6845,226.92
6846,234.19
6847,222.4025
6848,219.825
6849,199.89
6850,222.7075
6851,210.1075
6852,218.57
6853,210.215
6854,216.7425
6855,223.0025
6856,213.5975
6857,213.615
6858,216.7275
6859,205.9875
6860,198.645
6861,222.0175
6862,201.6425
6863,193.0175
6864,209.305
6865,197.22
6866,205.0325
6867,200.9475
6868,204.5625
6869,208.355
6870,188.82
6871,171.7775
6872,196.02
6873,193.255
6874,192.9875
6875,184.345
6876,201.495
6877,199.8075
6878,184.845
6879,192.39
6880,186.7
6881,175.5625
6882,191.01
6883,175.5275
6884,168.03
6885,187.2875
6886,181.27
6887,170.53
6888,164.245
6889,189.1425
6890,179.305
6891,175.2575
6892,165.4625
6893,183.675
6894,154.46
6895,161.7375
6896,169.22
6897,180.365
6898,175.0475
6899,168.6125
6900,163.55
6901,162.7075
6902,182.815
6903,184.9825
6904,152.0775
6905,161.65
6906,165.0725
6907,153.9275
6908,149.6775
6909,172.3625
6910,151.7475
6911,146.755
6912,133.0775
6913,154.53
6914,170.9725
6915,164.705
6916,174.25
6917,164.9625
6918,162.45
6919,157.73
6920,154.6725
6921,152.1125
6922,164.1875
6923,160.6275
6924,142.4325
6925,164.52
6926,148.7175
6927,143.265
6928,143.11
6929,142.595
6930,149.5225
6931,148.18
6932,136.915
6933,145.5425
6934,148.325
6935,133.0075
6936,125.495
6937,132.1125
6938,133.7275
6939,129.6725
6940,154.065
6941,117.195
6942,147.3125
6943,131.6625
6944,121.735
6945,108.6875
6946,121.0275
6947,126.225
6948,127.51
6949,143.54
6950,122.235
6951,138.7175
6952,113.5375
6953,121.4725
6954,123.4775
6955,134.4575
6956,134.0575
6957,211.22
6958,182.715
6959,214.0825
6960,207.27
6961,198.175
6962,229.885
6963,210.3475
6964,196.94
6965,208.335
6966,199.355
6967,214.015
6968,206.1425
6969,197.8725
6970,214.9725
6971,194.6375
6972,214.6125
6973,189.99
6974,212.9875
6975,197.74
6976,199.51
6977,203.9325
6978,197.635
6979,203.3875
6980,191.53
6981,179.4925
6982,183.565
6983,181.88
6984,183.435
6985,216.59
6986,191.285
6987,192.6475
6988,191.895
6989,172.6
6990,189.0425
6991,183.5725
6992,169.12
6993,188.4675
6994,202.7825
6995,193.88
6996,192.92
6997,184.105
6998,200.205
6999,162.77
7000,173.79
7001,172.39
7002,159.01
7003,167.1875
7004,164.6175
7005,162.7425
7006,170.28
7007,181.2825
7008,161.9625
7009,152.9025
7010,172.1475
7011,168.0375
7012,159.11
7013,153.1825
7014,151.7925
7015,166.43
7016,153.65
7017,149.485
7018,152.41
7019,148.625
7020,164.2275
7021,163.055
7022,148.64
7023,160.9925
7024,132.445
7025,135.8275
7026,176.5725
7027,131.81
7028,133.9675
7029,172.92
7030,135.265
7031,135.4725
7032,136.6325
7033,135.9375
7034,148.185
7035,138.7675
7036,164.0925
7037,139.905
7038,133.43
7039,135.2825
7040,132.2275
7041,136.3625
7042,145.19
7043,126.84
7044,144.775
7045,134.4125
7046,159.0375
7047,145.665
7048,134.42
7049,129.355
7050,134.9
7051,120.89
7052,139.1125
7053,151.6375
7054,144.5525
7055,153.075
7056,135.375
7057,123.985
7058,109.1475
7059,118.3975
7060,118.22
7061,122.9975
7062,139.6125
7063,112.93
7064,136.08
7065,131.1375
7066,121.7125
7067,114.7775
7068,127.735
7069,123.3325
7070,182.9275
7071,190.09
7072,197.9825
7073,196.6775
7074,188.9725
7075,190.2225
7076,188.3775
7077,185.8975
7078,180.985
7079,187.925
7080,187.12
7081,188.67
7082,188.4625
7083,190.6875
7084,180.205
7085,189.3775
7086,176.3025
7087,189.835
7088,177.625
7089,179.2575
7090,182.695
7091,177.2675
7092,181.7425
7093,170.08
7094,172.8475
7095,164.21
7096,176.68
7097,170.2125
7098,174.2625
7099,171.7425
7100,157.98
7101,161.2
7102,166.7675
7103,146.455
7104,161.305
7105,180.4725
7106,157.1575
7107,150.0625
7108,146.3375
7109,146.935
7110,154.7775
7111,139.6125
7112,139.885
7113,146.3375
7114,149.8675
7115,147.5225
7116,152.6725
7117,142.115
7118,144.055
7119,142.9425
7120,150.28
7121,138.7175
7122,139.49
7123,151.1275
7124,138.6
7125,136.2875
7126,128.18
7127,136.875
7128,140.845
7129,135.0175
7130,130.83
7131,123.3375
7132,108.5375
7133,127.9525
7134,104.53
7135,123.265
7136,115.735
7137,114.4975
7138,104.3925
7139,113.57
7140,87.5125
7141,89.79
7142,123.06
7143,81.045
7144,92.7475
7145,87.2025
7146,124.9325
7147,88.7975
7148,72.9425
7149,104.705
7150,78.195
7151,101.9925
7152,68.905
7153,89.5275
7154,66.955
7155,113.28
7156,71.6025
7157,71.3275
7158,73.91
7159,74.0325
7160,70.935
7161,85.0375
7162,94.5975
7163,69.8575
7164,62.6225
7165,65.4175
7166,57.0525
7167,67.8375
7168,78.8
7169,45.62
7170,67.4225
7171,79.005
7172,55.235
7173,68.0525
7174,65.4225
7175,55.1575
7176,56.1375
7177,43.2425
7178,43.8275
7179,48.02
7180,37.7425
7181,26.755
7182,38.715
7183,18.21
7184,35.1675
7185,46.5675
7186,36.605
7187,40.9925
7188,27.955
7189,43.105
7190,21.785
7191,21.415
7192,19.7575
7193,43.9225
7194,22.2075
7195,24.46
7196,24.395
7197,20.835
7198,21.72
7199,22.4225
7200,26.2525
7201,14.9675
7202,17.9925
7203,16.07
7204,16.595
7205,15.14
7206,197.7925
7207,196.0525
7208,207.5575
7209,191.185
7210,196.82
7211,193.19
7212,205.715
7213,188.0225
7214,198.0625
7215,188.005
7216,185.6175
7217,186.86
7218,197.2925
7219,191.8225
7220,199.855
7221,182.63
7222,191.025
7223,186.935
7224,180.51
7225,190.495
7226,171.245
7227,191.965
7228,188.7375
7229,182.6625
7230,174.325
7231,173.2925
7232,168.7225
7233,159.145
7234,184.2025
7235,172.64
7236,160.775
7237,162.5075
7238,157.4275
7239,156.1375
7240,164.335
7241,165.405
7242,157.1975
7243,171.34
7244,158.4525
7245,150.85
7246,186.7725
7247,153.08
7248,144.7525
7249,167.2975
7250,159.1375
7251,160.625
7252,161.585
7253,141.9225
7254,147.7275
7255,154.4025
7256,145.215
7257,143.225
7258,148.325
7259,152.53
7260,143.6
7261,154.2725
7262,148.2625
7263,152.5525
7264,148.31
7265,142.0525
7266,154.62
7267,139.2575
7268,135.6175
7269,151.5475
7270,133.1275
7271,137.3075
7272,137.0325
7273,138.105
7274,132.8875
7275,125.53
7276,141.5325
7277,134.86
7278,124.6675
7279,130.14
7280,124.275
7281,133.3075
7282,136.905
7283,153.6875
7284,122.27
7285,126.2175
7286,118.9225
7287,119.0625
7288,159.79
7289,154.2875
7290,133.325
7291,116.65
7292,107.2875
7293,114.4025
7294,124.76
7295,112.875
7296,106.195
7297,115.1975
7298,103.8525
7299,116.8225
7300,112.845
7301,115.195
7302,103.6675
7303,104.38
7304,105.4625
7305,111.2775
7306,105.655
7307,128.5825
7308,102.15
7309,101.245
7310,109.38
7311,83.13
7312,101.8225
7313,93.2175
7314,95.8925
7315,99.1025
7316,115.6625
7317,119.6925
7318,91.0325
7319,95.455
7320,97.135
7321,98.8175
7322,90.5125
7323,88.9275
7324,91.655
7325,96.3525
7326,104.8275
7327,94.6375
7328,103.51
7329,85.87
7330,91.34
7331,81.8025
7332,88.845
7333,90.4375
7334,86.7725
7335,90.355
7336,88.195
7337,88.0975
7338,84.235
7339,84.265
7340,91.555
7341,88.685
7342,92.0825
7343,108.815
7344,84.7175
7345,87.8975
7346,103.665
7347,78.635
7348,76.085
7349,85.35
7350,71.24
7351,82.8225
7352,79.3525
7353,81.7425
7354,88.5925
7355,77.8075
7356,96.695
7357,80.735
7358,84.255
7359,70.325
7360,83.785
7361,85.13
7362,76.8025
7363,93.925
7364,74.64
7365,84.94
7366,199.0425
7367,217.0925
7368,197.205
7369,203.4925
7370,206.2625
7371,205.89
7372,201.0075
7373,197.9325
7374,215.6375
7375,193.8975
7376,196.025
7377,198.5925
7378,192.005
7379,201.93
7380,215.3375
7381,195.2125
7382,201.8875
7383,195.715
7384,191.72
7385,186.6075
7386,183.51
7387,176.81
7388,195.2475
7389,192.1225
7390,186.815
7391,192.54
7392,186.605
7393,192.67
7394,190.7875
7395,192.7375
7396,175.565
7397,175.7125
7398,180.9725
7399,185.9275
7400,184.4575
7401,200.765
7402,171.87
7403,182.77
7404,182.81
7405,175.945
7406,176.995
7407,193.94
7408,177.1575
7409,175.1225
7410,167.8775
7411,192.7375
7412,156.175
7413,159.575
7414,177.0325
7415,165.2025
7416,164.9075
7417,157.25
7418,163.73
7419,156.6525
7420,178.48
7421,167.8675
7422,164.8725
7423,169.3225
7424,160.755
7425,167.505
7426,173.235
7427,174.49
7428,151.2225
7429,169.0075
7430,157.445
7431,163.8475
7432,164.565
7433,132.1175
7434,151.155
7435,146.645
7436,134.895
7437,167.15
7438,143.525
7439,139.095
7440,125.0875
7441,149.975
7442,141.2225
7443,181.395
7444,171.5775
7445,158.535
7446,157.4925
7447,146.36
7448,143.39
7449,114.175
7450,144.48
7451,121.4725
7452,130.5725
7453,126.38
7454,144.665
7455,126.4175
7456,114.5075
7457,122.4925
7458,137.6975
7459,113.4525
7460,143.995
7461,143.8875
7462,118.8225
7463,112.9175
7464,131.9225
7465,126.4625
7466,147.5275
7467,143.19
7468,96.9475
7469,133.655
7470,118.9875
7471,123.845
7472,95.1825
7473,104.9025
7474,104.3975
7475,108.3125
7476,108.3025
7477,125.16
7478,103.785
7479,126.65
7480,113.2
7481,94.3225
7482,104.53
7483,97.6675
7484,98.1125
7485,152.6175
7486,130.14
7487,108.45
7488,107.175
7489,97.5975
7490,100.885
7491,104.435
7492,90.775
7493,100.9625
7494,94.59
7495,90.0925
7496,107.61
7497,84.8025
7498,104.0075
7499,95.7625
7500,96.11
7501,88.3075
7502,98.2675
7503,89.32
7504,85.25
7505,103.4225
7506,108.9975
7507,87.3525
7508,94.945
7509,81.515
7510,87.3725
7511,80.8425
7512,82.83
7513,71.7625
7514,75.0075
7515,81.005
7516,69.405
7517,78.365
7518,86.165
7519,68.1675
7520,78.96
7521,71.6775
7522,68.8925
7523,74.0775
7524,92.185
7525,64.225
7526,76.9225
7527,67.4525
7528,66.9875
7529,79.745
7530,87.595
7531,63.665
7532,54.5275
7533,56.105
7534,57.56
7535,65.2625
7536,66.005
7537,61.5675
7538,54.4825
7539,71.0675
7540,42.92
7541,49.2875
7542,223.3075
7543,210.1425
7544,210.97
7545,211.49
7546,218.2025
7547,227.6875
7548,197.555
7549,205.27
7550,219.5475
7551,203.5475
7552,218.6875
7553,208.7225
7554,210.4325
7555,212.0275
7556,219.455
7557,223.445
7558,210.66
7559,196.3925
7560,219.84
7561,205.8375
7562,212.1875
7563,203.1875
7564,201.2675
7565,182.385
7566,206.9525
7567,202.0575
7568,192.28
7569,193.2475
7570,188.385
7571,187.765
7572,203.06
7573,187.63
7574,189.35
7575,190.8625
7576,200.8475
7577,201.3625
7578,189.7675
7579,193.82
7580,194.38
7581,192.555
7582,186.7925
7583,163.205
7584,197.665
7585,189.07
7586,181.625
7587,175.815
7588,191.78
7589,188.95
7590,161.685
7591,182.44
7592,162.14
7593,165.5625
7594,177.895
7595,179.2475
7596,167.285
7597,172.16
7598,175.16
